,filename,true_label,pred_label,correct?
0,3697.jpg,malus_baccata,magnolia_denudata,False
1,11234.jpg,tilia_tomentosa,pyrus_calleryana,False
2,16468.jpg,acer_ginnala,quercus_cerris,False
3,15983.jpg,carya_cordiformis,carya_cordiformis,True
4,3140.jpg,acer_palmatum,chamaecyparis_thyoides,False
5,22760.jpg,platanus_occidentalis,fagus_grandifolia,False
6,199.jpg,fraxinus_pennsylvanica,ptelea_trifoliata,False
7,925.jpg,ulmus_glabra,styrax_japonica,False
8,5274.jpg,magnolia_stellata,asimina_triloba,False
9,9658.jpg,malus_pumila,sassafras_albidum,False
10,3935.jpg,magnolia_soulangiana,prunus_sargentii,False
11,3531.jpg,quercus_bicolor,populus_grandidentata,False
12,23325.jpg,picea_pungens,pinus_virginiana,False
13,20596.jpg,cryptomeria_japonica,gleditsia_triacanthos,False
14,19851.jpg,quercus_montana,quercus_montana,True
15,3027.jpg,acer_saccharinum,robinia_pseudo-acacia,False
16,23382.jpg,malus_coronaria,quercus_montana,False
17,12357.jpg,syringa_reticulata,pyrus_calleryana,False
18,3858.jpg,salix_matsudana,styrax_japonica,False
19,11927.jpg,quercus_macrocarpa,fraxinus_pennsylvanica,False
20,6130.jpg,ulmus_rubra,broussonettia_papyrifera,False
21,10861.jpg,eucommia_ulmoides,eucommia_ulmoides,True
22,66.jpg,nyssa_sylvatica,styrax_japonica,False
23,10371.jpg,tilia_europaea,maclura_pomifera,False
24,22075.jpg,quercus_rubra,metasequoia_glyptostroboides,False
25,14355.jpg,morus_rubra,pyrus_calleryana,False
26,10980.jpg,pinus_wallichiana,pinus_peucea,False
27,20839.jpg,carya_cordiformis,acer_palmatum,False
28,2946.jpg,acer_saccharum,quercus_muehlenbergii,False
29,1946.jpg,ulmus_glabra,cornus_florida,False
30,12472.jpg,magnolia_macrophylla,tilia_americana,False
31,18784.jpg,castanea_dentata,betula_jacqemontii,False
32,9554.jpg,ulmus_glabra,halesia_tetraptera,False
33,8145.jpg,robinia_pseudo-acacia,robinia_pseudo-acacia,True
34,12766.jpg,crataegus_pruinosa,cercis_canadensis,False
35,3907.jpg,chionanthus_retusus,malus_baccata,False
36,11881.jpg,platanus_occidentalis,platanus_occidentalis,True
37,11084.jpg,nyssa_sylvatica,crataegus_laevigata,False
38,19886.jpg,cedrus_atlantica,pinus_virginiana,False
39,23310.jpg,quercus_acutissima,quercus_acutissima,True
40,9410.jpg,quercus_imbricaria,populus_grandidentata,False
41,10772.jpg,chionanthus_retusus,styrax_japonica,False
42,7364.jpg,abies_concolor,pinus_densiflora,False
43,18964.jpg,cedrus_atlantica,cedrus_libani,False
44,20954.jpg,ficus_carica,quercus_stellata,False
45,2393.jpg,diospyros_virginiana,diospyros_virginiana,True
46,18610.jpg,carya_ovata,juglans_cinerea,False
47,5670.jpg,morus_alba,quercus_marilandica,False
48,1711.jpg,ulmus_parvifolia,ulmus_parvifolia,True
49,352.jpg,juglans_cinerea,ailanthus_altissima,False
50,7131.jpg,ulmus_glabra,maclura_pomifera,False
51,8310.jpg,ulmus_parvifolia,ulmus_parvifolia,True
52,11652.jpg,amelanchier_arborea,diospyros_virginiana,False
53,14452.jpg,cercidiphyllum_japonicum,halesia_tetraptera,False
54,9966.jpg,acer_palmatum,chamaecyparis_thyoides,False
55,10137.jpg,ulmus_pumila,ostrya_virginiana,False
56,14997.jpg,ostrya_virginiana,prunus_virginiana,False
57,2344.jpg,chamaecyparis_pisifera,taxodium_distichum,False
58,6003.jpg,salix_matsudana,salix_nigra,False
59,9392.jpg,broussonettia_papyrifera,broussonettia_papyrifera,True
60,15458.jpg,quercus_robur,quercus_velutina,False
61,6603.jpg,ginkgo_biloba,acer_platanoides,False
62,1060.jpg,broussonettia_papyrifera,acer_negundo,False
63,2687.jpg,pinus_virginiana,pinus_strobus,False
64,8055.jpg,pinus_nigra,pinus_strobus,False
65,21718.jpg,quercus_michauxii,quercus_palustris,False
66,11958.jpg,acer_platanoides,populus_grandidentata,False
67,8416.jpg,nyssa_sylvatica,zelkova_serrata,False
68,12041.jpg,quercus_rubra,quercus_montana,False
69,20118.jpg,carya_ovata,acer_saccharinum,False
70,447.jpg,broussonettia_papyrifera,quercus_muehlenbergii,False
71,1516.jpg,quercus_muehlenbergii,asimina_triloba,False
72,20055.jpg,quercus_virginiana,styrax_japonica,False
73,10998.jpg,morus_rubra,maclura_pomifera,False
74,18239.jpg,quercus_virginiana,pinus_peucea,False
75,10996.jpg,fraxinus_nigra,koelreuteria_paniculata,False
76,11785.jpg,fraxinus_nigra,catalpa_speciosa,False
77,7515.jpg,celtis_tenuifolia,broussonettia_papyrifera,False
78,1537.jpg,nyssa_sylvatica,prunus_sargentii,False
79,13441.jpg,tilia_cordata,ilex_opaca,False
80,8435.jpg,ginkgo_biloba,acer_pseudoplatanus,False
81,8513.jpg,phellodendron_amurense,phellodendron_amurense,True
82,3053.jpg,salix_caroliniana,pinus_densiflora,False
83,19317.jpg,quercus_rubra,aesculus_pavi,False
84,12916.jpg,aesculus_glabra,carya_glabra,False
85,2942.jpg,castanea_dentata,prunus_sargentii,False
86,22750.jpg,pinus_echinata,pinus_rigida,False
87,303.jpg,betula_alleghaniensis,ilex_opaca,False
88,2377.jpg,amelanchier_canadensis,catalpa_bignonioides,False
89,11646.jpg,pinus_sylvestris,pinus_rigida,False
90,17818.jpg,fagus_grandifolia,platanus_occidentalis,False
91,16434.jpg,syringa_reticulata,quercus_montana,False
92,2156.jpg,fraxinus_nigra,aesculus_pavi,False
93,12363.jpg,quercus_shumardii,phellodendron_amurense,False
94,3225.jpg,carpinus_caroliniana,prunus_virginiana,False
95,19068.jpg,juniperus_virginiana,chamaecyparis_thyoides,False
96,18701.jpg,acer_negundo,acer_negundo,True
97,2847.jpg,ulmus_pumila,platanus_occidentalis,False
98,11431.jpg,broussonettia_papyrifera,quercus_muehlenbergii,False
99,7423.jpg,juglans_nigra,gleditsia_triacanthos,False
100,8215.jpg,asimina_triloba,acer_negundo,False
101,2667.jpg,eucommia_ulmoides,quercus_muehlenbergii,False
102,12633.jpg,platanus_acerifolia,acer_rubrum,False
103,15524.jpg,crataegus_pruinosa,styrax_japonica,False
104,7682.jpg,acer_ginnala,acer_rubrum,False
105,11984.jpg,catalpa_speciosa,ptelea_trifoliata,False
106,1715.jpg,betula_populifolia,cornus_mas,False
107,7259.jpg,carya_glabra,quercus_muehlenbergii,False
108,13163.jpg,cercis_canadensis,salix_nigra,False
109,21755.jpg,betula_jacqemontii,cornus_kousa,False
110,19253.jpg,prunus_yedoensis,styrax_japonica,False
111,18355.jpg,halesia_tetraptera,magnolia_denudata,False
112,7666.jpg,crataegus_laevigata,ulmus_parvifolia,False
113,4089.jpg,malus_coronaria,maclura_pomifera,False
114,22651.jpg,malus_baccata,fagus_grandifolia,False
115,17622.jpg,ostrya_virginiana,salix_nigra,False
116,10994.jpg,fraxinus_americana,carya_tomentosa,False
117,9208.jpg,quercus_palustris,quercus_palustris,True
118,12515.jpg,cornus_florida,cornus_florida,True
119,20694.jpg,tilia_europaea,pyrus_calleryana,False
120,15482.jpg,crataegus_viridis,chionanthus_retusus,False
121,3507.jpg,magnolia_stellata,prunus_sargentii,False
122,5386.jpg,maclura_pomifera,ilex_opaca,False
123,18601.jpg,pinus_sylvestris,pinus_taeda,False
124,8427.jpg,eucommia_ulmoides,eucommia_ulmoides,True
125,6729.jpg,diospyros_virginiana,diospyros_virginiana,True
126,21985.jpg,tilia_cordata,styrax_japonica,False
127,11580.jpg,aesculus_flava,aesculus_pavi,False
128,13280.jpg,tilia_cordata,tilia_cordata,True
129,16853.jpg,tilia_americana,acer_pensylvanicum,False
130,11939.jpg,carya_tomentosa,ailanthus_altissima,False
131,1979.jpg,asimina_triloba,diospyros_virginiana,False
132,6202.jpg,pinus_rigida,pinus_densiflora,False
133,4584.jpg,quercus_muehlenbergii,prunus_sargentii,False
134,2448.jpg,pinus_cembra,cryptomeria_japonica,False
135,21422.jpg,salix_matsudana,salix_nigra,False
136,15139.jpg,pinus_thunbergii,pinus_resinosa,False
137,8904.jpg,pinus_parviflora,pinus_pungens,False
138,10548.jpg,carya_cordiformis,carya_cordiformis,True
139,9663.jpg,acer_negundo,quercus_falcata,False
140,8421.jpg,oxydendrum_arboreum,morus_alba,False
141,7057.jpg,quercus_nigra,cryptomeria_japonica,False
142,9401.jpg,ilex_opaca,quercus_montana,False
143,6501.jpg,cornus_mas,halesia_tetraptera,False
144,7048.jpg,ulmus_americana,cercis_canadensis,False
145,3327.jpg,ulmus_rubra,broussonettia_papyrifera,False
146,6208.jpg,liriodendron_tulipifera,acer_platanoides,False
147,10373.jpg,juglans_cinerea,juglans_cinerea,True
148,3886.jpg,cedrus_atlantica,salix_nigra,False
149,15210.jpg,pinus_cembra,pinus_resinosa,False
150,19913.jpg,prunus_virginiana,tsuga_canadensis,False
151,15312.jpg,cornus_kousa,ulmus_americana,False
152,16291.jpg,quercus_phellos,ulmus_pumila,False
153,22997.jpg,ptelea_trifoliata,quercus_macrocarpa,False
154,22592.jpg,quercus_palustris,quercus_palustris,True
155,14566.jpg,acer_rubrum,styrax_japonica,False
156,1808.jpg,quercus_robur,cercis_canadensis,False
157,19427.jpg,chamaecyparis_thyoides,gleditsia_triacanthos,False
158,657.jpg,cladrastis_lutea,quercus_macrocarpa,False
159,11914.jpg,platanus_occidentalis,prunus_sargentii,False
160,16223.jpg,pinus_virginiana,pinus_resinosa,False
161,9671.jpg,broussonettia_papyrifera,eucommia_ulmoides,False
162,12076.jpg,ailanthus_altissima,ilex_opaca,False
163,3190.jpg,acer_pseudoplatanus,broussonettia_papyrifera,False
164,7983.jpg,phellodendron_amurense,robinia_pseudo-acacia,False
165,2995.jpg,magnolia_acuminata,prunus_sargentii,False
166,10758.jpg,malus_baccata,broussonettia_papyrifera,False
167,2778.jpg,quercus_shumardii,aesculus_pavi,False
168,5326.jpg,carya_cordiformis,acer_palmatum,False
169,17864.jpg,magnolia_stellata,maclura_pomifera,False
170,13924.jpg,salix_babylonica,crataegus_laevigata,False
171,1461.jpg,cornus_kousa,styrax_japonica,False
172,20515.jpg,prunus_serotina,salix_babylonica,False
173,6166.jpg,acer_ginnala,broussonettia_papyrifera,False
174,12445.jpg,magnolia_acuminata,magnolia_denudata,False
175,2756.jpg,quercus_alba,liriodendron_tulipifera,False
176,22308.jpg,pinus_resinosa,pinus_strobus,False
177,19151.jpg,pinus_thunbergii,pinus_peucea,False
178,2525.jpg,malus_angustifolia,catalpa_speciosa,False
179,13187.jpg,ilex_opaca,ilex_opaca,True
180,9248.jpg,prunus_serotina,populus_tremuloides,False
181,2236.jpg,quercus_stellata,quercus_muehlenbergii,False
182,6822.jpg,quercus_muehlenbergii,broussonettia_papyrifera,False
183,9520.jpg,prunus_serotina,styrax_japonica,False
184,143.jpg,quercus_muehlenbergii,prunus_sargentii,False
185,22275.jpg,juglans_nigra,gleditsia_triacanthos,False
186,984.jpg,chamaecyparis_thyoides,pinus_koraiensis,False
187,2378.jpg,fraxinus_nigra,juglans_cinerea,False
188,3547.jpg,acer_saccharinum,acer_pensylvanicum,False
189,3093.jpg,cryptomeria_japonica,pinus_peucea,False
190,2048.jpg,staphylea_trifolia,quercus_velutina,False
191,10233.jpg,pinus_strobus,pinus_virginiana,False
192,20252.jpg,celtis_tenuifolia,ostrya_virginiana,False
193,805.jpg,prunus_serotina,ilex_opaca,False
194,10324.jpg,quercus_acutissima,quercus_acutissima,True
195,10691.jpg,amelanchier_laevis,liriodendron_tulipifera,False
196,3737.jpg,magnolia_tripetala,magnolia_denudata,False
197,22783.jpg,catalpa_speciosa,eucommia_ulmoides,False
198,17419.jpg,gleditsia_triacanthos,robinia_pseudo-acacia,False
199,7816.jpg,malus_hupehensis,magnolia_denudata,False
200,23068.jpg,carpinus_caroliniana,maclura_pomifera,False
201,1305.jpg,carpinus_caroliniana,prunus_sargentii,False
202,8267.jpg,carya_cordiformis,ptelea_trifoliata,False
203,4183.jpg,magnolia_tripetala,broussonettia_papyrifera,False
204,17376.jpg,acer_ginnala,prunus_sargentii,False
205,19497.jpg,liriodendron_tulipifera,acer_negundo,False
206,8549.jpg,acer_campestre,broussonettia_papyrifera,False
207,7292.jpg,staphylea_trifolia,staphylea_trifolia,True
208,4999.jpg,robinia_pseudo-acacia,carya_cordiformis,False
209,501.jpg,metasequoia_glyptostroboides,taxodium_distichum,False
210,22510.jpg,ulmus_pumila,maclura_pomifera,False
211,1083.jpg,pinus_peucea,pinus_wallichiana,False
212,13559.jpg,quercus_nigra,prunus_virginiana,False
213,9729.jpg,amelanchier_arborea,ostrya_virginiana,False
214,12179.jpg,betula_alleghaniensis,maclura_pomifera,False
215,18849.jpg,quercus_cerris,quercus_coccinea,False
216,3680.jpg,diospyros_virginiana,prunus_sargentii,False
217,16624.jpg,pinus_virginiana,pinus_densiflora,False
218,3968.jpg,stewartia_pseudocamellia,styrax_japonica,False
219,771.jpg,acer_platanoides,broussonettia_papyrifera,False
220,3825.jpg,betula_nigra,ostrya_virginiana,False
221,19259.jpg,salix_nigra,salix_nigra,True
222,8900.jpg,prunus_serotina,ilex_opaca,False
223,10541.jpg,quercus_robur,quercus_muehlenbergii,False
224,21383.jpg,chamaecyparis_pisifera,metasequoia_glyptostroboides,False
225,9293.jpg,prunus_yedoensis,acer_negundo,False
226,18488.jpg,populus_grandidentata,broussonettia_papyrifera,False
227,23153.jpg,maclura_pomifera,styrax_japonica,False
228,870.jpg,tilia_tomentosa,maclura_pomifera,False
229,1090.jpg,ulmus_parvifolia,ulmus_parvifolia,True
230,1925.jpg,chionanthus_virginicus,prunus_virginiana,False
231,10129.jpg,tilia_cordata,salix_babylonica,False
232,3455.jpg,ilex_opaca,pinus_koraiensis,False
233,23023.jpg,pinus_virginiana,pinus_resinosa,False
234,271.jpg,quercus_palustris,fraxinus_pennsylvanica,False
235,84.jpg,ulmus_americana,malus_coronaria,False
236,4964.jpg,quercus_coccinea,phellodendron_amurense,False
237,1111.jpg,acer_pseudoplatanus,maclura_pomifera,False
238,12886.jpg,carya_cordiformis,carya_cordiformis,True
239,6687.jpg,cornus_florida,cornus_florida,True
240,1549.jpg,platanus_acerifolia,ulmus_pumila,False
241,8458.jpg,koelreuteria_paniculata,cryptomeria_japonica,False
242,1525.jpg,malus_coronaria,catalpa_bignonioides,False
243,12069.jpg,populus_grandidentata,broussonettia_papyrifera,False
244,17505.jpg,ulmus_parvifolia,asimina_triloba,False
245,12253.jpg,juglans_nigra,phellodendron_amurense,False
246,8714.jpg,populus_grandidentata,pyrus_calleryana,False
247,986.jpg,cercis_canadensis,cercis_canadensis,True
248,20149.jpg,quercus_macrocarpa,quercus_macrocarpa,True
249,19240.jpg,amelanchier_canadensis,betula_lenta,False
250,16275.jpg,quercus_imbricaria,ginkgo_biloba,False
251,7648.jpg,malus_hupehensis,pyrus_calleryana,False
252,889.jpg,prunus_sargentii,asimina_triloba,False
253,21394.jpg,pinus_cembra,cryptomeria_japonica,False
254,17519.jpg,quercus_rubra,quercus_montana,False
255,9735.jpg,acer_palmatum,aesculus_glabra,False
256,8301.jpg,halesia_tetraptera,halesia_tetraptera,True
257,18431.jpg,ulmus_americana,maclura_pomifera,False
258,3033.jpg,betula_jacqemontii,chionanthus_retusus,False
259,7738.jpg,quercus_acutissima,maclura_pomifera,False
260,14428.jpg,acer_campestre,malus_baccata,False
261,4375.jpg,evodia_daniellii,juglans_nigra,False
262,10744.jpg,tilia_cordata,pyrus_calleryana,False
263,4156.jpg,quercus_coccinea,quercus_macrocarpa,False
264,16169.jpg,castanea_dentata,prunus_sargentii,False
265,18472.jpg,prunus_sargentii,quercus_muehlenbergii,False
266,20383.jpg,nyssa_sylvatica,chionanthus_retusus,False
267,19184.jpg,magnolia_acuminata,eucommia_ulmoides,False
268,5264.jpg,quercus_nigra,styrax_japonica,False
269,6004.jpg,acer_rubrum,quercus_acutissima,False
270,2543.jpg,quercus_shumardii,betula_alleghaniensis,False
271,21862.jpg,tilia_cordata,broussonettia_papyrifera,False
272,16283.jpg,ginkgo_biloba,ginkgo_biloba,True
273,7621.jpg,aesculus_hippocastamon,aesculus_pavi,False
274,11905.jpg,acer_saccharinum,acer_negundo,False
275,12272.jpg,quercus_marilandica,quercus_marilandica,True
276,8271.jpg,broussonettia_papyrifera,eucommia_ulmoides,False
277,11235.jpg,quercus_muehlenbergii,prunus_sargentii,False
278,2275.jpg,diospyros_virginiana,diospyros_virginiana,True
279,14814.jpg,pinus_sylvestris,pinus_resinosa,False
280,16875.jpg,zelkova_serrata,maclura_pomifera,False
281,10088.jpg,pinus_flexilis,pinus_peucea,False
282,14697.jpg,ulmus_pumila,ulmus_pumila,True
283,12698.jpg,ulmus_americana,betula_lenta,False
284,7691.jpg,ailanthus_altissima,diospyros_virginiana,False
285,19299.jpg,catalpa_bignonioides,catalpa_bignonioides,True
286,23589.jpg,amelanchier_arborea,chionanthus_virginicus,False
287,18264.jpg,gleditsia_triacanthos,chamaecyparis_pisifera,False
288,14274.jpg,ginkgo_biloba,malus_baccata,False
289,1057.jpg,ulmus_rubra,ilex_opaca,False
290,16548.jpg,malus_pumila,styrax_japonica,False
291,10753.jpg,diospyros_virginiana,betula_alleghaniensis,False
292,5429.jpg,pinus_densiflora,tsuga_canadensis,False
293,10120.jpg,ulmus_glabra,quercus_nigra,False
294,17936.jpg,metasequoia_glyptostroboides,ilex_opaca,False
295,8510.jpg,carya_tomentosa,carya_cordiformis,False
296,2334.jpg,evodia_daniellii,gymnocladus_dioicus,False
297,11763.jpg,quercus_muehlenbergii,prunus_sargentii,False
298,185.jpg,pinus_virginiana,pinus_rigida,False
299,2593.jpg,carya_cordiformis,koelreuteria_paniculata,False
300,8473.jpg,pinus_rigida,pinus_wallichiana,False
301,2358.jpg,ulmus_parvifolia,ulmus_pumila,False
302,7471.jpg,gymnocladus_dioicus,ptelea_trifoliata,False
303,23377.jpg,acer_saccharum,acer_negundo,False
304,19740.jpg,maclura_pomifera,maclura_pomifera,True
305,9454.jpg,staphylea_trifolia,ailanthus_altissima,False
306,22422.jpg,crataegus_phaenopyrum,maclura_pomifera,False
307,18984.jpg,koelreuteria_paniculata,koelreuteria_paniculata,True
308,20456.jpg,liquidambar_styraciflua,liquidambar_styraciflua,True
309,12763.jpg,acer_campestre,malus_baccata,False
310,19205.jpg,carya_cordiformis,aesculus_glabra,False
311,766.jpg,metasequoia_glyptostroboides,chamaecyparis_thyoides,False
312,2415.jpg,cornus_florida,styrax_japonica,False
313,21365.jpg,picea_pungens,tsuga_canadensis,False
314,1753.jpg,staphylea_trifolia,acer_saccharinum,False
315,16603.jpg,asimina_triloba,asimina_triloba,True
316,13582.jpg,acer_griseum,quercus_velutina,False
317,22849.jpg,eucommia_ulmoides,eucommia_ulmoides,True
318,516.jpg,malus_baccata,eucommia_ulmoides,False
319,6423.jpg,carya_tomentosa,aesculus_flava,False
320,7298.jpg,tilia_tomentosa,paulownia_tomentosa,False
321,8936.jpg,betula_populifolia,ostrya_virginiana,False
322,22251.jpg,pinus_echinata,pinus_flexilis,False
323,18266.jpg,quercus_montana,quercus_montana,True
324,22625.jpg,chionanthus_retusus,styrax_japonica,False
325,19048.jpg,asimina_triloba,catalpa_bignonioides,False
326,4764.jpg,acer_palmatum,liriodendron_tulipifera,False
327,438.jpg,pinus_koraiensis,pinus_densiflora,False
328,15984.jpg,zelkova_serrata,maclura_pomifera,False
329,3345.jpg,carya_ovata,aesculus_glabra,False
330,5927.jpg,salix_matsudana,quercus_phellos,False
331,14726.jpg,ulmus_americana,quercus_phellos,False
332,8052.jpg,pinus_pungens,pinus_pungens,True
333,19414.jpg,quercus_virginiana,styrax_japonica,False
334,21571.jpg,aesculus_pavi,aesculus_hippocastamon,False
335,17888.jpg,pinus_thunbergii,pinus_rigida,False
336,12653.jpg,fraxinus_pennsylvanica,phellodendron_amurense,False
337,14736.jpg,chionanthus_retusus,styrax_japonica,False
338,20718.jpg,phellodendron_amurense,phellodendron_amurense,True
339,15073.jpg,magnolia_stellata,maclura_pomifera,False
340,13753.jpg,carpinus_caroliniana,quercus_muehlenbergii,False
341,13244.jpg,ilex_opaca,ilex_opaca,True
342,22497.jpg,asimina_triloba,asimina_triloba,True
343,11171.jpg,salix_caroliniana,acer_rubrum,False
344,2299.jpg,magnolia_macrophylla,maclura_pomifera,False
345,19490.jpg,catalpa_speciosa,fagus_grandifolia,False
346,6595.jpg,pinus_thunbergii,pinus_peucea,False
347,3069.jpg,sassafras_albidum,acer_negundo,False
348,16714.jpg,gleditsia_triacanthos,koelreuteria_paniculata,False
349,2370.jpg,amelanchier_arborea,amelanchier_canadensis,False
350,3537.jpg,diospyros_virginiana,maclura_pomifera,False
351,3256.jpg,acer_saccharum,quercus_muehlenbergii,False
352,15468.jpg,evodia_daniellii,cladrastis_lutea,False
353,19458.jpg,pinus_echinata,pinus_taeda,False
354,904.jpg,diospyros_virginiana,tilia_cordata,False
355,4004.jpg,acer_campestre,betula_jacqemontii,False
356,3052.jpg,chamaecyparis_pisifera,cryptomeria_japonica,False
357,20800.jpg,syringa_reticulata,eucommia_ulmoides,False
